,age,job,marital,education
2837,43,blue-collar,married,secondary
2838,33,technician,married,secondary
2839,54,housemaid,divorced,secondary
2840,55,services,married,secondary
2841,32,technician,single,tertiary
2842,48,management,married,primary
2843,33,management,single,tertiary
2844,46,admin.,married,secondary
2845,44,management,married,tertiary
2846,47,blue-collar,married,primary
2847,38,technician,married,secondary
2848,80,retired,married,secondary
2849,40,self-employed,married,secondary
2850,43,entrepreneur,married,tertiary
2851,32,technician,single,tertiary
2852,39,management,married,tertiary
2853,33,technician,married,secondary
2854,31,technician,single,secondary
2855,36,management,single,tertiary
2856,35,management,single,tertiary
2857,25,services,single,secondary
2858,33,management,single,secondary
2859,23,blue-collar,single,primary
2860,31,management,single,tertiary
2861,36,management,married,tertiary
2862,44,technician,single,tertiary
2863,31,management,single,tertiary
2864,55,blue-collar,married,primary
2865,51,housemaid,divorced,secondary
2866,36,admin.,married,secondary
2867,27,unemployed,single,tertiary
2868,40,services,married,secondary
2869,49,services,married,secondary
2870,59,retired,married,primary
2871,32,management,married,tertiary
2872,42,retired,single,tertiary
2873,35,management,divorced,tertiary
2874,29,blue-collar,single,secondary
2875,29,technician,single,secondary
2876,37,blue-collar,single,secondary
2877,49,admin.,married,primary
2878,51,services,divorced,secondary
2879,61,housemaid,married,primary
2880,43,management,married,secondary
2881,42,services,married,tertiary
2882,24,blue-collar,married,secondary
2883,46,self-employed,married,tertiary
2884,23,admin.,single,secondary
2885,26,services,single,secondary
2886,43,blue-collar,divorced,primary
2887,35,technician,single,tertiary
2888,38,technician,married,secondary
2889,56,unemployed,divorced,primary
2890,31,services,married,secondary
2891,32,management,single,tertiary
2892,28,services,single,secondary
2893,26,admin.,divorced,secondary
2894,49,management,married,tertiary
2895,33,admin.,married,secondary
2896,80,retired,married,primary
2897,40,blue-collar,married,secondary
2898,42,technician,divorced,secondary
2899,46,blue-collar,married,secondary
2900,32,management,single,tertiary
2901,37,services,single,tertiary
2902,32,student,married,secondary
2903,53,management,married,tertiary
2904,39,management,married,tertiary
2905,31,technician,divorced,secondary
2906,34,management,single,tertiary
2907,44,technician,married,tertiary
2908,35,technician,married,secondary
2909,39,admin.,married,secondary
2910,55,services,married,secondary
2911,34,housemaid,married,secondary
2912,39,technician,married,tertiary
2913,58,retired,married,secondary
2914,37,blue-collar,married,primary
2915,56,retired,divorced,primary
2916,32,admin.,single,secondary
2917,41,technician,single,tertiary
2918,29,admin.,single,tertiary
2919,44,management,married,tertiary
2920,24,blue-collar,married,secondary
2921,43,management,single,secondary
2922,26,admin.,married,tertiary
2923,39,admin.,married,secondary
2924,49,blue-collar,married,secondary
2925,52,blue-collar,divorced,primary
2926,33,blue-collar,married,tertiary
2927,30,blue-collar,married,secondary
2928,32,technician,single,tertiary
2929,27,management,single,tertiary
2930,58,blue-collar,married,primary
2931,46,retired,married,primary
2932,28,management,single,tertiary
2933,39,services,married,primary
2934,41,services,married,unknown
2935,38,services,married,secondary
2936,50,unemployed,divorced,secondary
2937,56,services,married,secondary
2938,34,technician,married,secondary
2939,33,blue-collar,divorced,secondary
2940,61,technician,married,secondary
2941,36,admin.,single,secondary
2942,34,technician,married,tertiary
2943,36,blue-collar,married,secondary
2944,45,management,married,tertiary
2945,27,student,single,tertiary
2946,45,admin.,married,secondary
2947,40,self-employed,married,tertiary
2948,36,management,single,secondary
2949,46,blue-collar,married,primary
2950,37,entrepreneur,married,tertiary
2951,36,technician,married,secondary
2952,37,admin.,married,secondary
2953,22,student,single,tertiary
2954,51,services,married,secondary
2955,49,technician,married,secondary
2956,35,management,married,tertiary
2957,50,housemaid,married,primary
2958,31,services,married,tertiary
2959,47,services,single,secondary
2960,59,blue-collar,married,secondary
2961,32,blue-collar,married,secondary
2962,71,retired,married,tertiary
2963,31,management,single,tertiary
2964,41,blue-collar,married,primary
2965,35,blue-collar,married,primary
2966,36,management,married,tertiary
2967,46,blue-collar,divorced,primary
2968,46,blue-collar,married,secondary
2969,47,technician,married,tertiary
2970,35,management,single,tertiary
2971,37,blue-collar,married,secondary
2972,56,admin.,married,secondary
2973,46,admin.,married,secondary
2974,44,management,divorced,tertiary
2975,48,technician,single,tertiary
2976,28,blue-collar,single,secondary
2977,38,entrepreneur,married,tertiary
2978,34,management,single,tertiary
2979,56,technician,married,secondary
2980,55,retired,divorced,secondary
2981,44,blue-collar,divorced,secondary
2982,38,technician,married,tertiary
2983,53,retired,married,secondary
2984,41,admin.,single,tertiary
2985,34,technician,single,secondary
2986,34,management,single,tertiary
2987,35,services,married,secondary
2988,38,entrepreneur,single,secondary
2989,42,entrepreneur,married,tertiary
2990,56,blue-collar,married,primary
2991,37,management,divorced,tertiary
2992,47,housemaid,married,secondary
2993,29,blue-collar,married,secondary
2994,41,management,married,tertiary
2995,43,technician,single,secondary
2996,38,self-employed,married,secondary
2997,31,technician,married,secondary
2998,32,management,single,tertiary
2999,40,management,married,tertiary
3000,45,admin.,married,secondary
3001,43,management,married,secondary
3002,27,services,single,secondary
3003,33,management,single,tertiary
3004,37,admin.,married,secondary
3005,60,admin.,married,secondary
3006,51,self-employed,married,unknown
3007,44,blue-collar,married,secondary
3008,48,management,married,unknown
3009,57,blue-collar,married,primary
3010,29,technician,single,tertiary
3011,50,services,married,secondary
3012,36,services,married,secondary
3013,49,technician,married,tertiary
3014,49,technician,married,secondary
3015,35,management,married,tertiary
3016,39,technician,single,secondary
3017,34,blue-collar,married,primary
3018,57,self-employed,married,secondary
3019,37,technician,divorced,secondary
3020,25,services,single,secondary
3021,43,blue-collar,married,primary
3022,37,blue-collar,married,secondary
3023,36,blue-collar,single,tertiary
3024,49,management,divorced,tertiary
3025,38,management,single,tertiary
3026,39,management,divorced,tertiary
3027,40,management,married,tertiary
3028,34,admin.,married,secondary
3029,39,blue-collar,married,primary
3030,53,blue-collar,married,secondary
3031,44,management,married,tertiary
3032,32,technician,divorced,secondary
3033,50,technician,divorced,secondary
3034,29,services,married,primary
3035,55,unemployed,married,tertiary
3036,73,retired,married,primary
3037,52,technician,married,secondary
3038,49,services,married,secondary
3039,63,retired,married,primary
3040,34,admin.,married,secondary
3041,32,admin.,single,secondary
3042,49,housemaid,married,tertiary
3043,40,blue-collar,married,primary
3044,53,entrepreneur,married,unknown
3045,53,technician,married,tertiary
3046,43,blue-collar,married,primary
3047,35,management,single,secondary
3048,35,services,single,secondary
3049,25,student,single,tertiary
3050,31,technician,single,unknown
3051,48,management,married,tertiary
3052,40,housemaid,married,secondary
3053,46,blue-collar,married,primary
3054,30,services,single,secondary
3055,47,services,married,secondary
3056,23,services,single,secondary
3057,29,technician,married,tertiary
3058,38,technician,married,secondary
3059,56,housemaid,married,primary
3060,52,admin.,married,secondary
3061,55,retired,married,secondary
3062,43,entrepreneur,married,tertiary
3063,34,blue-collar,married,secondary
3064,43,management,single,tertiary
3065,55,services,married,secondary
3066,34,blue-collar,married,secondary
3067,34,management,single,tertiary
3068,43,self-employed,married,tertiary
3069,39,blue-collar,married,primary
3070,39,technician,single,unknown
3071,34,technician,single,secondary
3072,55,management,married,tertiary
3073,67,retired,married,tertiary
3074,34,entrepreneur,married,tertiary
3075,47,blue-collar,married,secondary
3076,33,blue-collar,married,primary
3077,45,entrepreneur,married,secondary
3078,36,blue-collar,married,secondary
3079,59,technician,divorced,secondary
3080,33,services,married,secondary
3081,52,technician,divorced,secondary
3082,53,blue-collar,married,primary
3083,41,unemployed,married,primary
3084,45,blue-collar,married,secondary
3085,60,self-employed,single,secondary
3086,32,blue-collar,married,secondary
3087,28,management,single,tertiary
3088,31,technician,single,secondary
3089,53,blue-collar,married,secondary
3090,58,management,married,tertiary
3091,38,blue-collar,married,secondary
3092,46,management,married,tertiary
3093,53,entrepreneur,married,tertiary
3094,56,retired,married,secondary
3095,52,services,single,secondary
3096,38,technician,married,secondary
3097,37,services,married,primary
3098,37,blue-collar,married,primary
3099,37,technician,married,secondary
3100,66,retired,married,primary
3101,44,blue-collar,married,primary
3102,61,retired,married,secondary
3103,34,admin.,married,secondary
3104,33,admin.,single,secondary
3105,30,services,divorced,secondary
3106,27,services,divorced,secondary
3107,37,services,married,secondary
3108,38,blue-collar,married,primary
3109,35,management,single,tertiary
3110,50,technician,married,secondary
3111,39,management,married,secondary
3112,35,management,married,secondary
3113,36,admin.,divorced,secondary
3114,28,services,single,secondary
3115,39,self-employed,married,tertiary
3116,39,self-employed,married,secondary
3117,30,blue-collar,single,secondary
3118,32,services,married,secondary
3119,28,technician,married,secondary
3120,47,technician,married,primary
3121,53,management,married,tertiary
3122,57,blue-collar,married,primary
3123,47,services,married,secondary
3124,56,management,married,tertiary
3125,38,admin.,married,primary
3126,52,blue-collar,married,primary
3127,46,technician,married,secondary
3128,57,blue-collar,married,primary
3129,42,blue-collar,divorced,unknown
3130,57,unemployed,married,secondary
3131,51,housemaid,married,secondary
3132,53,self-employed,married,tertiary
3133,37,blue-collar,married,primary
3134,47,self-employed,divorced,secondary
3135,48,management,married,tertiary
3136,39,blue-collar,married,primary
3137,42,blue-collar,married,secondary
3138,36,management,married,tertiary
3139,34,technician,single,secondary
3140,61,retired,married,primary
3141,32,admin.,single,secondary
3142,35,blue-collar,single,primary
3143,54,blue-collar,married,secondary
3144,31,management,married,tertiary
3145,45,technician,divorced,secondary
3146,32,housemaid,married,tertiary
3147,52,unemployed,married,secondary
3148,36,admin.,single,secondary
3149,31,services,married,secondary
3150,53,technician,married,secondary
3151,43,entrepreneur,married,secondary
3152,47,housemaid,married,primary
3153,46,blue-collar,married,primary
3154,34,management,divorced,secondary
3155,55,technician,single,tertiary
3156,23,admin.,single,secondary
3157,75,blue-collar,married,secondary
3158,58,admin.,married,secondary
3159,35,admin.,married,secondary
3160,27,management,married,tertiary
3161,24,technician,married,secondary
3162,48,admin.,married,secondary
3163,31,technician,single,secondary
3164,57,technician,married,secondary
3165,53,management,married,tertiary
3166,42,blue-collar,married,primary
3167,50,entrepreneur,married,secondary
3168,59,admin.,married,secondary
3169,38,services,married,secondary
3170,39,blue-collar,married,secondary
3171,28,blue-collar,single,primary
3172,55,management,divorced,tertiary
3173,33,technician,single,tertiary
3174,36,blue-collar,single,secondary
3175,38,admin.,divorced,secondary
3176,28,admin.,single,secondary
3177,32,management,single,tertiary
3178,35,admin.,married,secondary
3179,58,technician,married,primary
3180,30,services,married,secondary
3181,33,blue-collar,married,secondary
3182,36,blue-collar,married,secondary
3183,32,services,married,secondary
3184,34,management,single,tertiary
3185,42,admin.,married,secondary
3186,41,management,married,tertiary
3187,63,retired,married,secondary
3188,38,admin.,divorced,tertiary
3189,54,blue-collar,married,primary
3190,39,services,married,secondary
3191,46,blue-collar,married,secondary
3192,37,technician,married,tertiary
3193,76,retired,divorced,primary
3194,28,management,single,unknown
3195,33,services,married,primary
3196,46,self-employed,married,tertiary
3197,30,student,single,secondary
3198,60,management,married,tertiary
3199,56,housemaid,married,tertiary
3200,24,student,single,unknown
3201,58,retired,married,secondary
3202,79,retired,married,primary
3203,32,blue-collar,married,secondary
3204,33,services,married,primary
3205,77,retired,married,primary
3206,60,housemaid,married,primary
3207,54,management,married,tertiary
3208,30,blue-collar,married,primary
3209,50,services,married,secondary
3210,50,management,married,secondary
3211,37,technician,married,secondary
3212,41,technician,married,tertiary
3213,49,admin.,married,secondary
3214,41,blue-collar,married,primary
3215,40,technician,married,secondary
3216,38,blue-collar,married,secondary
3217,34,technician,married,secondary
3218,49,entrepreneur,married,secondary
3219,72,retired,married,primary
3220,34,blue-collar,married,secondary
3221,31,technician,married,secondary
3222,33,blue-collar,single,secondary
3223,31,management,married,tertiary
3224,55,management,married,tertiary
3225,25,unemployed,married,secondary
3226,34,management,married,tertiary
3227,53,management,married,tertiary
3228,39,management,single,tertiary
3229,41,management,married,primary
3230,32,blue-collar,single,secondary
3231,29,admin.,married,secondary
3232,56,management,married,tertiary
3233,19,student,single,unknown
3234,39,management,single,tertiary
3235,32,blue-collar,single,secondary
3236,43,blue-collar,married,primary
3237,32,entrepreneur,married,primary
3238,53,admin.,divorced,secondary
3239,52,blue-collar,married,secondary
3240,43,technician,single,secondary
3241,48,technician,married,secondary
3242,27,technician,single,secondary
3243,27,management,single,tertiary
3244,51,management,married,unknown
3245,39,admin.,single,tertiary
3246,33,blue-collar,married,secondary
3247,50,blue-collar,divorced,primary
3248,59,retired,divorced,secondary
3249,58,housemaid,married,primary
3250,54,technician,married,tertiary
3251,60,blue-collar,married,secondary
3252,38,management,married,tertiary
3253,39,blue-collar,married,unknown
3254,40,admin.,married,secondary
3255,55,blue-collar,married,primary
3256,36,management,married,tertiary
3257,31,admin.,single,secondary
3258,38,services,married,secondary
3259,52,management,married,secondary
3260,45,admin.,married,primary
3261,32,blue-collar,married,primary
3262,58,blue-collar,divorced,secondary
3263,35,management,married,tertiary
3264,36,management,single,tertiary
3265,55,retired,married,secondary
3266,45,blue-collar,married,secondary
3267,49,management,married,secondary
3268,44,blue-collar,married,secondary
3269,37,blue-collar,divorced,secondary
3270,35,blue-collar,married,secondary
3271,36,blue-collar,married,secondary
3272,44,services,single,secondary
3273,32,blue-collar,single,tertiary
3274,56,management,married,tertiary
3275,32,management,married,tertiary
3276,35,entrepreneur,married,tertiary
3277,44,management,married,secondary
3278,59,entrepreneur,married,primary
3279,31,blue-collar,single,tertiary
3280,60,blue-collar,married,unknown
3281,33,technician,single,secondary
3282,45,admin.,married,secondary
3283,45,blue-collar,married,primary
3284,57,admin.,married,secondary
3285,36,management,married,tertiary
3286,30,blue-collar,single,primary
3287,30,admin.,single,secondary
3288,59,unemployed,divorced,secondary
3289,58,management,married,tertiary
3290,49,retired,married,primary
3291,48,technician,married,tertiary
3292,28,technician,single,tertiary
3293,59,management,divorced,primary
3294,40,management,married,tertiary
3295,32,technician,divorced,secondary
3296,58,blue-collar,married,secondary
3297,28,self-employed,single,tertiary
3298,27,technician,single,tertiary
3299,38,management,single,tertiary
3300,53,technician,married,tertiary
3301,60,services,married,tertiary
3302,33,management,divorced,tertiary
3303,52,services,divorced,secondary
3304,64,retired,married,tertiary
3305,40,blue-collar,single,secondary
3306,52,admin.,married,secondary
3307,28,student,single,secondary
3308,49,management,married,secondary
3309,28,technician,single,secondary
3310,29,technician,single,tertiary
3311,87,retired,married,primary
3312,37,management,divorced,secondary
3313,36,services,married,primary
3314,35,self-employed,married,tertiary
3315,33,admin.,married,tertiary
3316,60,admin.,married,secondary
3317,25,management,single,tertiary
3318,69,retired,married,secondary
3319,41,student,married,secondary
3320,48,management,single,secondary
3321,35,blue-collar,divorced,primary
3322,30,blue-collar,single,secondary
3323,59,management,married,tertiary
3324,32,management,single,tertiary
3325,28,blue-collar,single,secondary
3326,60,blue-collar,married,primary
3327,36,management,married,primary
3328,32,management,single,tertiary
3329,34,management,divorced,tertiary
3330,58,blue-collar,married,secondary
3331,53,management,married,unknown
3332,31,management,married,tertiary
3333,33,admin.,married,secondary
3334,46,unemployed,divorced,primary
3335,29,blue-collar,married,secondary
3336,37,self-employed,married,secondary
3337,58,blue-collar,married,primary
3338,34,management,married,secondary
3339,34,blue-collar,divorced,secondary
3340,49,entrepreneur,married,primary
3341,53,admin.,married,secondary
3342,42,unemployed,married,secondary
3343,40,services,married,secondary
3344,30,blue-collar,single,primary
3345,31,technician,divorced,secondary
3346,55,admin.,married,secondary
3347,36,management,married,tertiary
3348,31,blue-collar,single,secondary
3349,26,management,married,tertiary
3350,31,admin.,married,secondary
3351,49,admin.,married,secondary
3352,54,management,married,tertiary
3353,47,management,divorced,tertiary
3354,61,management,married,secondary
3355,49,blue-collar,married,primary
3356,51,technician,married,secondary
3357,53,blue-collar,married,primary
3358,35,management,married,tertiary
3359,25,unemployed,single,secondary
3360,79,retired,married,primary
3361,53,technician,married,primary
3362,21,student,single,secondary
3363,33,blue-collar,married,secondary
3364,40,self-employed,divorced,secondary
3365,34,entrepreneur,married,secondary
3366,52,unknown,married,primary
3367,27,admin.,married,secondary
3368,57,services,divorced,secondary
3369,51,self-employed,divorced,secondary
3370,31,student,single,tertiary
3371,49,unemployed,married,tertiary
3372,32,management,single,tertiary
3373,28,admin.,single,tertiary
3374,33,blue-collar,married,secondary
3375,50,blue-collar,married,unknown
3376,42,blue-collar,single,secondary
3377,45,admin.,married,unknown
3378,34,unemployed,married,secondary
3379,56,admin.,divorced,unknown
3380,33,blue-collar,single,secondary
3381,34,admin.,married,secondary
3382,37,blue-collar,married,unknown
3383,37,blue-collar,married,secondary
3384,35,admin.,single,secondary
3385,38,unknown,single,tertiary
3386,32,blue-collar,married,secondary
3387,52,technician,single,tertiary
3388,49,services,married,secondary
3389,46,management,divorced,secondary
3390,42,entrepreneur,married,primary
3391,36,blue-collar,married,unknown
3392,32,services,married,secondary
3393,49,technician,married,tertiary
3394,46,services,married,secondary
3395,40,entrepreneur,married,secondary
3396,36,admin.,married,secondary
3397,36,admin.,married,secondary
3398,34,technician,married,secondary
3399,46,management,married,tertiary
3400,32,services,married,tertiary
3401,32,unemployed,single,tertiary
3402,32,management,single,tertiary
3403,43,management,married,tertiary
3404,25,self-employed,single,tertiary
3405,55,admin.,married,secondary
3406,24,admin.,single,secondary
3407,40,management,divorced,tertiary
3408,38,management,single,tertiary
3409,48,blue-collar,single,primary
3410,36,management,married,tertiary
3411,57,management,married,tertiary
3412,45,admin.,married,secondary
3413,33,self-employed,single,tertiary
3414,38,technician,single,secondary
3415,26,services,single,secondary
3416,30,management,single,tertiary
3417,55,services,divorced,tertiary
3418,34,blue-collar,married,secondary
3419,60,admin.,married,secondary
3420,36,management,single,tertiary
3421,65,housemaid,married,primary
3422,39,self-employed,married,tertiary
3423,52,blue-collar,married,primary
3424,55,technician,married,secondary
3425,26,management,single,tertiary
3426,40,self-employed,married,primary
3427,52,entrepreneur,married,secondary
3428,29,self-employed,married,tertiary
3429,41,blue-collar,married,primary
3430,30,technician,single,tertiary
3431,28,student,single,secondary
3432,26,blue-collar,married,secondary
3433,58,management,married,secondary
3434,29,management,single,tertiary
3435,48,technician,married,secondary
3436,35,blue-collar,married,secondary
3437,26,services,single,secondary
3438,49,blue-collar,married,unknown
3439,34,admin.,married,secondary
3440,32,services,married,secondary
3441,31,admin.,married,secondary
3442,48,unemployed,married,primary
3443,40,blue-collar,married,secondary
3444,42,technician,divorced,secondary
3445,48,technician,married,secondary
3446,38,services,married,secondary
3447,53,management,married,tertiary
3448,59,retired,divorced,secondary
3449,28,unemployed,single,secondary
3450,41,blue-collar,married,primary
3451,50,management,single,primary
3452,31,admin.,married,secondary
3453,30,technician,single,secondary
3454,59,admin.,divorced,secondary
3455,33,technician,divorced,secondary
3456,35,self-employed,married,secondary
3457,30,management,single,tertiary
3458,71,retired,married,secondary
3459,30,services,single,primary
3460,24,services,married,secondary
3461,34,technician,single,secondary
3462,34,blue-collar,married,secondary
3463,52,admin.,married,secondary
3464,33,self-employed,single,secondary
3465,38,blue-collar,married,secondary
3466,41,admin.,divorced,secondary
3467,42,management,divorced,tertiary
3468,38,blue-collar,divorced,secondary
3469,48,blue-collar,married,primary
3470,34,technician,single,secondary
3471,46,blue-collar,married,primary
3472,33,technician,married,secondary
3473,40,management,married,tertiary
3474,36,admin.,married,secondary
3475,32,technician,single,secondary
3476,33,blue-collar,married,secondary
3477,55,technician,married,unknown
3478,58,management,married,primary
3479,25,technician,single,tertiary
3480,47,services,married,secondary
3481,40,unemployed,married,secondary
3482,59,retired,married,secondary
3483,40,management,married,tertiary
3484,30,management,married,secondary
3485,25,entrepreneur,single,tertiary
3486,58,retired,married,primary
3487,39,entrepreneur,married,unknown
3488,40,self-employed,married,tertiary
3489,38,blue-collar,married,secondary
3490,66,management,single,tertiary
3491,47,management,married,tertiary
3492,37,blue-collar,married,secondary
3493,36,management,single,tertiary
3494,50,blue-collar,married,primary
3495,76,retired,married,primary
3496,58,management,single,tertiary
3497,42,admin.,married,secondary
3498,58,services,divorced,secondary
3499,28,self-employed,single,tertiary
3500,41,technician,married,secondary
3501,30,management,married,tertiary
3502,32,management,divorced,tertiary
3503,27,services,single,secondary
3504,48,management,married,tertiary
3505,36,technician,married,tertiary
3506,54,management,married,tertiary
3507,36,blue-collar,married,secondary
3508,52,housemaid,married,secondary
3509,34,technician,divorced,secondary
3510,43,technician,married,secondary
3511,32,management,single,tertiary
3512,33,management,single,tertiary
3513,51,housemaid,married,unknown
3514,39,unemployed,married,secondary
3515,44,management,single,tertiary
3516,49,housemaid,divorced,primary
3517,25,technician,married,tertiary
3518,39,self-employed,married,secondary
3519,54,technician,married,secondary
3520,32,management,single,tertiary
3521,36,management,married,tertiary
3522,54,technician,married,secondary
3523,31,technician,married,secondary
3524,45,services,married,secondary
3525,31,admin.,single,secondary
3526,45,technician,married,secondary
3527,33,services,divorced,secondary
3528,46,management,divorced,tertiary
3529,43,unknown,single,tertiary
3530,50,management,married,tertiary
3531,44,management,divorced,tertiary
3532,42,services,married,secondary
3533,26,blue-collar,single,secondary
3534,47,admin.,single,secondary
3535,48,blue-collar,married,primary
3536,60,blue-collar,married,unknown
3537,27,admin.,divorced,secondary
3538,30,unemployed,single,tertiary
3539,28,admin.,single,secondary
3540,58,retired,married,primary
3541,37,entrepreneur,married,tertiary
3542,36,services,married,secondary
3543,39,technician,married,secondary
3544,52,unemployed,married,primary
3545,55,retired,married,secondary
3546,30,management,single,tertiary
3547,36,blue-collar,single,secondary
3548,39,admin.,married,secondary
3549,47,blue-collar,married,primary
3550,42,housemaid,single,primary
3551,42,management,married,secondary
3552,58,retired,married,secondary
3553,68,retired,married,secondary
3554,43,technician,married,secondary
3555,44,blue-collar,married,secondary
3556,49,technician,married,tertiary
3557,57,retired,married,tertiary
3558,61,self-employed,divorced,tertiary
3559,36,admin.,single,secondary
3560,31,blue-collar,married,secondary
3561,51,technician,married,tertiary
3562,31,technician,single,tertiary
3563,56,blue-collar,married,primary
3564,30,technician,single,tertiary
3565,38,services,married,secondary
3566,35,services,married,secondary
3567,31,blue-collar,married,unknown
3568,39,admin.,divorced,secondary
3569,50,management,married,tertiary
3570,39,technician,married,tertiary
3571,26,admin.,married,secondary
3572,55,technician,married,secondary
3573,43,blue-collar,divorced,primary
3574,34,housemaid,married,tertiary
3575,51,self-employed,married,primary
3576,31,management,married,tertiary
3577,32,management,married,tertiary
3578,53,technician,married,secondary
3579,44,management,divorced,tertiary
3580,38,entrepreneur,married,tertiary
3581,47,self-employed,married,tertiary
3582,36,management,married,tertiary
3583,30,management,single,tertiary
3584,46,blue-collar,married,secondary
3585,33,entrepreneur,married,secondary
3586,43,blue-collar,married,secondary
3587,38,management,married,tertiary
3588,27,technician,single,secondary
3589,38,management,married,unknown
3590,41,unemployed,married,tertiary
3591,29,technician,married,secondary
3592,39,services,married,secondary
3593,42,blue-collar,single,primary
3594,47,services,married,secondary
3595,30,blue-collar,single,secondary
3596,34,admin.,married,secondary
3597,45,housemaid,married,primary
3598,43,admin.,married,secondary
3599,59,blue-collar,married,primary
3600,50,technician,married,secondary
3601,39,blue-collar,married,secondary
3602,36,technician,married,secondary
3603,44,blue-collar,married,secondary
3604,36,technician,married,tertiary
3605,27,management,single,tertiary
3606,29,services,married,secondary
3607,70,retired,married,secondary
3608,44,management,married,tertiary
3609,55,management,married,tertiary
3610,36,technician,divorced,secondary
3611,28,technician,single,secondary
3612,50,management,divorced,tertiary
3613,49,technician,married,secondary
3614,71,retired,divorced,tertiary
3615,31,admin.,single,secondary
3616,45,management,single,tertiary
3617,42,blue-collar,married,secondary
3618,45,admin.,married,secondary
3619,47,technician,married,primary
3620,60,retired,divorced,secondary
3621,35,management,married,tertiary
3622,31,technician,single,tertiary
3623,33,blue-collar,married,primary
3624,50,self-employed,married,tertiary
3625,51,blue-collar,married,secondary
3626,34,technician,married,secondary
3627,56,services,married,secondary
3628,29,services,married,secondary
3629,31,blue-collar,married,secondary
3630,44,technician,divorced,unknown
3631,55,retired,married,secondary
3632,35,student,single,unknown
3633,36,technician,married,tertiary
3634,54,retired,married,secondary
3635,32,management,married,tertiary
3636,36,management,divorced,tertiary
3637,60,retired,married,secondary
3638,32,technician,single,secondary
3639,57,management,married,tertiary
3640,34,blue-collar,married,primary
3641,27,student,single,secondary
3642,52,management,single,tertiary
3643,45,admin.,divorced,unknown
3644,58,admin.,single,secondary
3645,39,blue-collar,single,primary
3646,48,blue-collar,single,secondary
3647,36,management,single,secondary
3648,31,technician,single,secondary
3649,41,management,married,tertiary
3650,30,self-employed,single,secondary
3651,57,retired,married,tertiary
3652,29,admin.,single,secondary
3653,29,services,divorced,secondary
3654,30,management,single,tertiary
3655,44,management,married,tertiary
3656,33,student,single,unknown
3657,56,admin.,divorced,secondary
3658,26,services,single,secondary
3659,52,technician,married,secondary
3660,32,management,single,secondary
3661,36,technician,single,secondary
3662,26,blue-collar,married,secondary
3663,37,blue-collar,married,secondary
3664,34,technician,married,secondary
3665,26,services,single,secondary
3666,32,services,married,secondary
3667,30,management,single,tertiary
3668,27,technician,single,secondary
3669,42,admin.,single,secondary
3670,33,blue-collar,single,primary
3671,37,blue-collar,married,secondary
3672,45,blue-collar,married,secondary
3673,36,entrepreneur,married,tertiary
3674,39,management,single,tertiary
3675,33,management,single,tertiary
3676,47,services,married,secondary
3677,49,entrepreneur,married,secondary
3678,46,management,divorced,secondary
3679,31,services,married,secondary
3680,43,unemployed,divorced,secondary
3681,30,blue-collar,single,secondary
3682,43,management,divorced,tertiary
3683,42,blue-collar,married,secondary
3684,30,admin.,single,tertiary
3685,33,management,single,tertiary
3686,41,admin.,married,secondary
3687,29,blue-collar,single,secondary
3688,38,unemployed,married,secondary
3689,29,technician,married,tertiary
3690,80,housemaid,married,primary
3691,38,management,single,tertiary
3692,36,blue-collar,divorced,primary
3693,38,self-employed,married,tertiary
3694,44,management,married,secondary
3695,31,management,married,tertiary
3696,31,services,single,secondary
3697,57,admin.,divorced,primary
3698,37,blue-collar,married,primary
3699,50,blue-collar,married,secondary
3700,60,retired,married,primary
3701,51,management,married,tertiary
3702,48,blue-collar,married,secondary
3703,42,blue-collar,married,primary
3704,36,blue-collar,married,secondary
3705,43,management,married,tertiary
3706,31,admin.,married,primary
3707,49,technician,single,secondary
3708,35,management,divorced,tertiary
3709,44,entrepreneur,married,secondary
3710,34,self-employed,married,tertiary
3711,46,blue-collar,married,secondary
3712,49,blue-collar,married,primary
3713,32,blue-collar,married,secondary
3714,35,management,divorced,tertiary
3715,51,admin.,married,secondary
3716,57,retired,divorced,secondary
3717,59,management,married,tertiary
3718,40,services,divorced,unknown
3719,49,management,single,tertiary
3720,51,management,married,secondary
3721,35,admin.,married,secondary
3722,29,self-employed,married,secondary
3723,32,services,single,secondary
3724,37,housemaid,divorced,secondary
3725,49,unemployed,married,primary
3726,45,technician,married,unknown
3727,34,technician,single,secondary
3728,53,technician,married,secondary
3729,42,entrepreneur,married,primary
3730,43,technician,married,secondary
3731,52,retired,married,secondary
3732,34,blue-collar,single,secondary
3733,34,technician,divorced,tertiary
3734,27,services,married,secondary
3735,43,unemployed,married,tertiary
3736,41,technician,married,tertiary
3737,72,retired,married,secondary
3738,35,blue-collar,married,primary
3739,41,management,married,tertiary
3740,36,blue-collar,divorced,primary
3741,51,housemaid,married,primary
3742,37,self-employed,married,tertiary
3743,42,admin.,single,secondary
3744,26,admin.,single,secondary
3745,23,services,single,secondary
3746,50,management,married,tertiary
3747,37,blue-collar,married,secondary
3748,35,management,married,tertiary
3749,37,management,married,tertiary
3750,79,retired,divorced,unknown
3751,39,technician,married,secondary
3752,47,services,married,secondary
3753,44,blue-collar,married,secondary
3754,36,management,single,tertiary
3755,33,blue-collar,single,secondary
3756,42,services,married,secondary
3757,35,technician,single,tertiary
3758,31,blue-collar,married,secondary
3759,58,services,married,primary
3760,46,management,married,tertiary
3761,41,admin.,single,secondary
3762,58,technician,married,secondary
